
---------- Begin Simulation Statistics ----------
simSeconds                                   0.033513                       # Number of seconds simulated (Second)
simTicks                                  33513255000                       # Number of ticks simulated (Tick)
finalTick                                 33513255000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    752.50                       # Real time elapsed on the host (Second)
hostTickRate                                 44536035                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8565120                       # Number of bytes of host memory used (Byte)
simInsts                                    114264018                       # Number of instructions simulated (Count)
simOps                                      211763712                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   151846                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     281414                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        67026511                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              1.173187                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              0.852379                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      107228227                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                     297                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     177405266                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 36174                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             1346662                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          2096013                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                171                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           66948882                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.649862                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.762076                       # Number of insts issued each cycle (Count)
system.l2.demandMissLatency::cpu0.data    45575625494                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu1.inst       83960000                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu1.data    44906886995                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total        90647471989                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu0.inst      80999500                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu0.data   45575625494                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu1.inst      83960000                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu1.data   44906886995                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total       90647471989                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu0.inst               976                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu0.data           6620901                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu1.inst               979                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu1.data           6251058                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total              12873914                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu0.inst              976                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu0.data          6620901                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu1.inst              979                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu1.data          6251058                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total             12873914                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu0.inst          0.974385                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu0.data          0.076527                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu1.inst          0.973442                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu1.data          0.079383                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.078050                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu0.inst         0.974385                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu0.data         0.076527                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu1.inst         0.973442                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu1.data         0.079383                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.078050                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu0.inst 85172.975815                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu0.data 89950.412975                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu1.inst 88100.734523                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu1.data 90496.661800                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    90213.903967                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu0.inst 85172.975815                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu0.data 89950.412975                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu1.inst 88100.734523                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu1.data 90496.661800                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   90213.903967                       # average overall miss latency ((Tick/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.writebacks::writebacks                20087                       # number of writebacks (Count)
system.l2.writebacks::total                     20087                       # number of writebacks (Count)
system.l2.demandMshrMisses::cpu0.inst             951                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu0.data          506675                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu1.inst             953                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu1.data          496227                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total             1004806                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu0.inst            951                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu0.data         506675                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu1.inst            953                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu1.data         496227                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total            1004806                       # number of overall MSHR misses (Count)
system.l2.demandMshrMissLatency::cpu0.inst     71489500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu0.data  40508875494                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu1.inst     74430000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu1.data  39944616995                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::total    80599411989                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu0.inst     71489500                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu0.data  40508875494                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu1.inst     74430000                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu1.data  39944616995                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::total   80599411989                       # number of overall MSHR miss ticks (Tick)
system.l2.demandMshrMissRate::cpu0.inst      0.974385                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu0.data      0.076527                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu1.inst      0.973442                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu1.data      0.079383                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::total          0.078050                       # mshr miss ratio for demand accesses (Ratio)
system.l2.overallMshrMissRate::cpu0.inst     0.974385                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu0.data     0.076527                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu1.inst     0.973442                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu1.data     0.079383                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::total         0.078050                       # mshr miss ratio for overall accesses (Ratio)
system.l2.demandAvgMshrMissLatency::cpu0.inst 75172.975815                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu0.data 79950.412975                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu1.inst 78100.734523                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu1.data 80496.661800                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::total 80213.903967                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu0.inst 75172.975815                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu0.data 79950.412975                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu1.inst 78100.734523                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu1.data 80496.661800                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::total 80213.903967                       # average overall mshr miss latency ((Tick/Count))
system.l2.replacements                        1003681                       # number of replacements (Count)
system.l2.CleanEvict.mshrMisses::writebacks        58666                       # number of CleanEvict MSHR misses (Count)
system.l2.CleanEvict.mshrMisses::total          58666                       # number of CleanEvict MSHR misses (Count)
system.l2.CleanEvict.mshrMissRate::writebacks          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2.CleanEvict.mshrMissRate::total          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2.ReadCleanReq.hits::cpu0.inst             25                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::cpu1.inst             26                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::total                 51                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.misses::cpu0.inst          951                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::cpu1.inst          953                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::total             1904                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.missLatency::cpu0.inst     80999500                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.missLatency::cpu1.inst     83960000                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.missLatency::total    164959500                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.accesses::cpu0.inst          976                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.accesses::cpu1.inst          979                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.accesses::total           1955                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.missRate::cpu0.inst     0.974385                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.missRate::cpu1.inst     0.973442                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.missRate::total       0.973913                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMissLatency::cpu0.inst 85172.975815                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMissLatency::cpu1.inst 88100.734523                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMissLatency::total 86638.392857                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.mshrMisses::cpu0.inst          951                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMisses::cpu1.inst          953                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMisses::total         1904                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMissLatency::cpu0.inst     71489500                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissLatency::cpu1.inst     74430000                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissLatency::total    145919500                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissRate::cpu0.inst     0.974385                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.mshrMissRate::cpu1.inst     0.973442                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.mshrMissRate::total     0.973913                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMshrMissLatency::cpu0.inst 75172.975815                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMshrMissLatency::cpu1.inst 78100.734523                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMshrMissLatency::total 76638.392857                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadExReq.hits::cpu0.data               976                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.hits::cpu1.data               971                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.hits::total                  1947                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.misses::cpu0.data           10338                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.misses::cpu1.data           10340                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.misses::total               20678                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.missLatency::cpu0.data    910141500                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.missLatency::cpu1.data    917957500                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.missLatency::total     1828099000                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.accesses::cpu0.data         11314                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.accesses::cpu1.data         11311                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.accesses::total             22625                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.missRate::cpu0.data      0.913735                       # miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.missRate::cpu1.data      0.914154                       # miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.missRate::total          0.913945                       # miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.avgMissLatency::cpu0.data 88038.450377                       # average ReadExReq miss latency ((Tick/Count))
system.l2.ReadExReq.avgMissLatency::cpu1.data 88777.321083                       # average ReadExReq miss latency ((Tick/Count))
system.l2.ReadExReq.avgMissLatency::total 88407.921462                       # average ReadExReq miss latency ((Tick/Count))
system.l2.ReadExReq.mshrMisses::cpu0.data        10338                       # number of ReadExReq MSHR misses (Count)
system.l2.ReadExReq.mshrMisses::cpu1.data        10340                       # number of ReadExReq MSHR misses (Count)
system.l2.ReadExReq.mshrMisses::total           20678                       # number of ReadExReq MSHR misses (Count)
system.l2.ReadExReq.mshrMissLatency::cpu0.data    806761500                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2.ReadExReq.mshrMissLatency::cpu1.data    814557500                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2.ReadExReq.mshrMissLatency::total   1621319000                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2.ReadExReq.mshrMissRate::cpu0.data     0.913735                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.mshrMissRate::cpu1.data     0.914154                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.mshrMissRate::total      0.913945                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.avgMshrMissLatency::cpu0.data 78038.450377                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2.ReadExReq.avgMshrMissLatency::cpu1.data 78777.321083                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2.ReadExReq.avgMshrMissLatency::total 78407.921462                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2.ReadSharedReq.hits::cpu0.data       6113250                       # number of ReadSharedReq hits (Count)
system.l2.ReadSharedReq.hits::cpu1.data       5753860                       # number of ReadSharedReq hits (Count)
system.l2.ReadSharedReq.hits::total          11867110                       # number of ReadSharedReq hits (Count)
system.l2.ReadSharedReq.misses::cpu0.data       496337                       # number of ReadSharedReq misses (Count)
system.l2.ReadSharedReq.misses::cpu1.data       485887                       # number of ReadSharedReq misses (Count)
system.l2.ReadSharedReq.misses::total          982224                       # number of ReadSharedReq misses (Count)
system.l2.ReadSharedReq.missLatency::cpu0.data  44665483994                       # number of ReadSharedReq miss ticks (Tick)
system.l2.ReadSharedReq.missLatency::cpu1.data  43988929495                       # number of ReadSharedReq miss ticks (Tick)
system.l2.ReadSharedReq.missLatency::total  88654413489                       # number of ReadSharedReq miss ticks (Tick)
system.l2.ReadSharedReq.accesses::cpu0.data      6609587                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2.ReadSharedReq.accesses::cpu1.data      6239747                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2.ReadSharedReq.accesses::total      12849334                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2.ReadSharedReq.missRate::cpu0.data     0.075093                       # miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.missRate::cpu1.data     0.077870                       # miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.missRate::total      0.076442                       # miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.avgMissLatency::cpu0.data 89990.236460                       # average ReadSharedReq miss latency ((Tick/Count))
system.l2.ReadSharedReq.avgMissLatency::cpu1.data 90533.250519                       # average ReadSharedReq miss latency ((Tick/Count))
system.l2.ReadSharedReq.avgMissLatency::total 90258.854894                       # average ReadSharedReq miss latency ((Tick/Count))
system.l2.ReadSharedReq.mshrMisses::cpu0.data       496337                       # number of ReadSharedReq MSHR misses (Count)
system.l2.ReadSharedReq.mshrMisses::cpu1.data       485887                       # number of ReadSharedReq MSHR misses (Count)
system.l2.ReadSharedReq.mshrMisses::total       982224                       # number of ReadSharedReq MSHR misses (Count)
system.l2.ReadSharedReq.mshrMissLatency::cpu0.data  39702113994                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l2.ReadSharedReq.mshrMissLatency::cpu1.data  39130059495                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l2.ReadSharedReq.mshrMissLatency::total  78832173489                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l2.ReadSharedReq.mshrMissRate::cpu0.data     0.075093                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.mshrMissRate::cpu1.data     0.077870                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.mshrMissRate::total     0.076442                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.avgMshrMissLatency::cpu0.data 79990.236460                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l2.ReadSharedReq.avgMshrMissLatency::cpu1.data 80533.250519                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l2.ReadSharedReq.avgMshrMissLatency::total 80258.854894                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l2.UpgradeReq.hits::cpu0.data                4                       # number of UpgradeReq hits (Count)
system.l2.UpgradeReq.hits::cpu1.data                4                       # number of UpgradeReq hits (Count)
system.l2.UpgradeReq.hits::total                    8                       # number of UpgradeReq hits (Count)
system.l2.UpgradeReq.accesses::cpu0.data            4                       # number of UpgradeReq accesses(hits+misses) (Count)
system.l2.UpgradeReq.accesses::cpu1.data            4                       # number of UpgradeReq accesses(hits+misses) (Count)
system.l2.UpgradeReq.accesses::total                8                       # number of UpgradeReq accesses(hits+misses) (Count)
system.l2.WritebackClean.hits::writebacks          963                       # number of WritebackClean hits (Count)
system.l2.WritebackClean.hits::total              963                       # number of WritebackClean hits (Count)
system.l2.WritebackClean.accesses::writebacks          963                       # number of WritebackClean accesses(hits+misses) (Count)
system.l2.WritebackClean.accesses::total          963                       # number of WritebackClean accesses(hits+misses) (Count)
system.l2.WritebackDirty.hits::writebacks        23491                       # number of WritebackDirty hits (Count)
system.l2.WritebackDirty.hits::total            23491                       # number of WritebackDirty hits (Count)
system.l2.WritebackDirty.accesses::writebacks        23491                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l2.WritebackDirty.accesses::total        23491                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l2.power_state.pwrStateResidencyTicks::UNDEFINED  33513255000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2.tags.tagsInUse                  4086.658206                       # Average ticks per tags in use ((Tick/Count))
system.l2.tags.totalRefs                     25687154                       # Total number of references to valid blocks. (Count)
system.l2.tags.sampledRefs                    1007777                       # Sample count of references to valid blocks. (Count)
system.l2.tags.avgRefs                      25.488927                       # Average number of references to valid blocks. ((Count/Count))
system.l2.tags.warmupTick                       77000                       # The tick when the warmup percentage was hit. (Tick)
system.l2.tags.occupancies::writebacks      76.828702                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2.tags.occupancies::cpu0.inst       11.954663                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2.tags.occupancies::cpu0.data     1985.911019                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2.tags.occupancies::cpu1.inst       19.661137                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2.tags.occupancies::cpu1.data     1992.302686                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2.tags.avgOccs::writebacks           0.018757                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2.tags.avgOccs::cpu0.inst            0.002919                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2.tags.avgOccs::cpu0.data            0.484842                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2.tags.avgOccs::cpu1.inst            0.004800                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2.tags.avgOccs::cpu1.data            0.486402                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2.tags.avgOccs::total                0.997719                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2.tags.occupanciesTaskId::1024           4096                       # Occupied blocks per task id (Count)
system.l2.tags.ageTaskId_1024::0                  284                       # Occupied blocks per task id, per block age (Count)
system.l2.tags.ageTaskId_1024::1                 1181                       # Occupied blocks per task id, per block age (Count)
system.l2.tags.ageTaskId_1024::2                  147                       # Occupied blocks per task id, per block age (Count)
system.l2.tags.ageTaskId_1024::3                 2466                       # Occupied blocks per task id, per block age (Count)
system.l2.tags.ageTaskId_1024::4                   18                       # Occupied blocks per task id, per block age (Count)
system.l2.tags.ratioOccsTaskId::1024                1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.l2.tags.tagAccesses                  206974337                       # Number of tag accesses (Count)
system.l2.tags.dataAccesses                 206974337                       # Number of data accesses (Count)
system.l2.tags.power_state.pwrStateResidencyTicks::UNDEFINED  33513255000                       # Cumulative time (in ticks) in various power states (Tick)
system.mem_ctrls.avgPriority_writebacks::samples     20087.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu0.inst::samples       951.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu0.data::samples    506675.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu1.inst::samples       953.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu1.data::samples    496227.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.priorityMinLatency      0.000000018750                       # per QoS priority minimum request to response latency (Second)
system.mem_ctrls.priorityMaxLatency      0.002325082750                       # per QoS priority maximum request to response latency (Second)
system.mem_ctrls.numReadWriteTurnArounds         1242                       # Number of turnarounds from READ to WRITE (Count)
system.mem_ctrls.numWriteReadTurnArounds         1242                       # Number of turnarounds from WRITE to READ (Count)
system.mem_ctrls.numStayReadState             1958510                       # Number of times bus staying in READ state (Count)
system.mem_ctrls.numStayWriteState              18875                       # Number of times bus staying in WRITE state (Count)
system.mem_ctrls.readReqs                     1004806                       # Number of read requests accepted (Count)
system.mem_ctrls.writeReqs                      20087                       # Number of write requests accepted (Count)
system.mem_ctrls.readBursts                   1004806                       # Number of controller read bursts, including those serviced by the write queue (Count)
system.mem_ctrls.writeBursts                    20087                       # Number of controller write bursts, including those merged in the write queue (Count)
system.mem_ctrls.servicedByWrQ                      0                       # Number of controller read bursts serviced by the write queue (Count)
system.mem_ctrls.mergedWrBursts                     0                       # Number of controller write bursts merged with an existing one (Count)
system.mem_ctrls.neitherReadNorWriteReqs            0                       # Number of requests that are neither read nor write (Count)
system.mem_ctrls.avgRdQLen                       2.17                       # Average read queue length when enqueuing ((Count/Tick))
system.mem_ctrls.avgWrQLen                      25.29                       # Average write queue length when enqueuing ((Count/Tick))
system.mem_ctrls.numRdRetry                         0                       # Number of times read queue was full causing retry (Count)
system.mem_ctrls.numWrRetry                         0                       # Number of times write queue was full causing retry (Count)
system.mem_ctrls.readPktSize::0                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::1                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::2                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::3                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::4                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::5                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::6               1004806                       # Read request sizes (log2) (Count)
system.mem_ctrls.writePktSize::0                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::1                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::2                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::3                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::4                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::5                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::6                20087                       # Write request sizes (log2) (Count)
system.mem_ctrls.rdQLenPdf::0                  261198                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::1                  353107                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::2                  205665                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::3                  115849                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::4                   49002                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::5                   15223                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::6                    3568                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::7                    1190                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::8                       3                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::9                       1                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::10                      0                       # What read queue length does an incoming req see (Count)
