
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000135                       # Number of seconds simulated (Second)
simTicks                                    135055000                       # Number of ticks simulated (Tick)
finalTick                                   135055000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      1.83                       # Real time elapsed on the host (Second)
hostTickRate                                 73771857                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8559932                       # Number of bytes of host memory used (Byte)
simInsts                                       304734                       # Number of instructions simulated (Count)
simOps                                         558846                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   166447                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     305242                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                          270111                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              1.772766                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              0.564090                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                         325305                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                    2627                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                        310059                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   133                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined               48503                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined            91360                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved               1349                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples             209384                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.480815                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.219987                       # Number of insts issued each cycle (Count)
system.cpu1.mmu.itb.rdMisses                        0                       # TLB misses on read requests (Count)
system.cpu1.mmu.itb.wrMisses                      118                       # TLB misses on write requests (Count)
system.cpu1.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED    135055000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.power_state.pwrStateResidencyTicks::ON    135055000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.rename.squashCycles                  1075                       # Number of cycles rename is squashing (Cycle)
system.cpu1.rename.idleCycles                   46944                       # Number of cycles rename is idle (Cycle)
system.cpu1.rename.blockCycles                  89975                       # Number of cycles rename is blocking (Cycle)
system.cpu1.rename.serializeStallCycles          1026                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu1.rename.runCycles                    45115                       # Number of cycles rename is running (Cycle)
system.cpu1.rename.unblockCycles                25927                       # Number of cycles rename is unblocking (Cycle)
system.cpu1.rename.renamedInsts                333683                       # Number of instructions processed by rename (Count)
system.cpu1.rename.ROBFullEvents                   25                       # Number of times rename has blocked due to ROB full (Count)
system.cpu1.rename.IQFullEvents                 15601                       # Number of times rename has blocked due to IQ full (Count)
system.cpu1.rename.LQFullEvents                    19                       # Number of times rename has blocked due to LQ full (Count)
system.cpu1.rename.SQFullEvents                  7923                       # Number of times rename has blocked due to SQ full (Count)
system.cpu1.rename.renamedOperands             548648                       # Number of destination operands rename has renamed (Count)
system.cpu1.rename.lookups                    1116035                       # Number of register rename lookups that rename has made (Count)
system.cpu1.rename.intLookups                  429490                       # Number of integer rename lookups (Count)
system.cpu1.rename.fpLookups                     2410                       # Number of floating rename lookups (Count)
system.cpu1.rename.committedMaps               465986                       # Number of HB maps that are committed (Count)
system.cpu1.rename.undoneMaps                   82662                       # Number of HB maps that are undone due to squashing (Count)
system.cpu1.rename.serializing                     40                       # count of serializing insts renamed (Count)
system.cpu1.rename.tempSerializing                 39                       # count of temporary serializing insts renamed (Count)
system.cpu1.rename.skidInsts                    44373                       # count of insts added to the skid buffer (Count)
system.cpu1.rob.reads                          506384                       # The number of ROB reads (Count)
system.cpu1.rob.writes                         661974                       # The number of ROB writes (Count)
system.cpu1.thread_0.numInsts                  152367                       # Number of Instructions committed (Count)
system.cpu1.thread_0.numOps                    279423                       # Number of Ops committed (Count)
system.cpu1.thread_0.numMemRefs                     0                       # Number of Memory References (Count)
system.cpu1.workload.numSyscalls                   16                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       500                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l2.demandHits::cpu0.inst                    16                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu0.data                    45                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu1.inst                    16                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu1.data                    47                       # number of demand (read+write) hits (Count)
system.l2.demandHits::total                       124                       # number of demand (read+write) hits (Count)
system.l2.overallHits::cpu0.inst                   16                       # number of overall hits (Count)
system.l2.overallHits::cpu0.data                   45                       # number of overall hits (Count)
system.l2.overallHits::cpu1.inst                   16                       # number of overall hits (Count)
system.l2.overallHits::cpu1.data                   47                       # number of overall hits (Count)
system.l2.overallHits::total                      124                       # number of overall hits (Count)
system.l2.demandMisses::cpu0.inst                 745                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu0.data                 916                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu1.inst                 745                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu1.data                 916                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                    3322                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu0.inst                745                       # number of overall misses (Count)
system.l2.overallMisses::cpu0.data                916                       # number of overall misses (Count)
system.l2.overallMisses::cpu1.inst                745                       # number of overall misses (Count)
system.l2.overallMisses::cpu1.data                916                       # number of overall misses (Count)
system.l2.overallMisses::total                   3322                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu0.inst       61776500                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu0.data       71050500                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu1.inst       62493000                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu1.data       71139000                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total          266459000                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu0.inst      61776500                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu0.data      71050500                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu1.inst      62493000                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu1.data      71139000                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total         266459000                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu0.inst               761                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu0.data               961                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu1.inst               761                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu1.data               963                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total                  3446                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu0.inst              761                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu0.data              961                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu1.inst              761                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu1.data              963                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total                 3446                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu0.inst          0.978975                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu0.data          0.953174                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu1.inst          0.978975                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu1.data          0.951194                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.964016                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu0.inst         0.978975                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu0.data         0.953174                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu1.inst         0.978975                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu1.data         0.951194                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.964016                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu0.inst 82921.476510                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu0.data 77566.048035                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu1.inst 83883.221477                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu1.data 77662.663755                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    80210.415412                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu0.inst 82921.476510                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu0.data 77566.048035                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu1.inst 83883.221477                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu1.data 77662.663755                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   80210.415412                       # average overall miss latency ((Tick/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.writebacks::writebacks                   11                       # number of writebacks (Count)
system.l2.writebacks::total                        11                       # number of writebacks (Count)
system.l2.demandMshrMisses::cpu0.inst             745                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu0.data             916                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu1.inst             745                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu1.data             916                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total                3322                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu0.inst            745                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu0.data            916                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu1.inst            745                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu1.data            916                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total               3322                       # number of overall MSHR misses (Count)
system.l2.demandMshrMissLatency::cpu0.inst     54326500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu0.data     61890500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu1.inst     55043000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu1.data     61979000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::total      233239000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu0.inst     54326500                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu0.data     61890500                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu1.inst     55043000                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu1.data     61979000                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::total     233239000                       # number of overall MSHR miss ticks (Tick)
system.l2.demandMshrMissRate::cpu0.inst      0.978975                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu0.data      0.953174                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu1.inst      0.978975                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu1.data      0.951194                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::total          0.964016                       # mshr miss ratio for demand accesses (Ratio)
system.l2.overallMshrMissRate::cpu0.inst     0.978975                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu0.data     0.953174                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu1.inst     0.978975                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu1.data     0.951194                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::total         0.964016                       # mshr miss ratio for overall accesses (Ratio)
system.l2.demandAvgMshrMissLatency::cpu0.inst 72921.476510                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu0.data 67566.048035                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu1.inst 73883.221477                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu1.data 67662.663755                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::total 70210.415412                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu0.inst 72921.476510                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu0.data 67566.048035                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu1.inst 73883.221477                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu1.data 67662.663755                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::total 70210.415412                       # average overall mshr miss latency ((Tick/Count))
system.l2.replacements                            158                       # number of replacements (Count)
system.l2.CleanEvict.mshrMisses::writebacks            1                       # number of CleanEvict MSHR misses (Count)
system.l2.CleanEvict.mshrMisses::total              1                       # number of CleanEvict MSHR misses (Count)
system.l2.CleanEvict.mshrMissRate::writebacks          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2.CleanEvict.mshrMissRate::total          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2.ReadCleanReq.hits::cpu0.inst             16                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::cpu1.inst             16                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::total                 32                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.misses::cpu0.inst          745                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::cpu1.inst          745                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::total             1490                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.missLatency::cpu0.inst     61776500                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.missLatency::cpu1.inst     62493000                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.missLatency::total    124269500                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.accesses::cpu0.inst          761                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.accesses::cpu1.inst          761                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.accesses::total           1522                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.missRate::cpu0.inst     0.978975                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.missRate::cpu1.inst     0.978975                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.missRate::total       0.978975                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMissLatency::cpu0.inst 82921.476510                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMissLatency::cpu1.inst 83883.221477                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMissLatency::total 83402.348993                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.mshrMisses::cpu0.inst          745                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMisses::cpu1.inst          745                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMisses::total         1490                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMissLatency::cpu0.inst     54326500                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissLatency::cpu1.inst     55043000                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissLatency::total    109369500                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissRate::cpu0.inst     0.978975                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.mshrMissRate::cpu1.inst     0.978975                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.mshrMissRate::total     0.978975                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMshrMissLatency::cpu0.inst 72921.476510                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMshrMissLatency::cpu1.inst 73883.221477                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMshrMissLatency::total 73402.348993                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadExReq.hits::cpu0.data                10                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.hits::cpu1.data                10                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.hits::total                    20                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.misses::cpu0.data             153                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.misses::cpu1.data             153                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.misses::total                 306                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.missLatency::cpu0.data     12199000                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.missLatency::cpu1.data     12211500                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.missLatency::total       24410500                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.accesses::cpu0.data           163                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.accesses::cpu1.data           163                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.accesses::total               326                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.missRate::cpu0.data      0.938650                       # miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.missRate::cpu1.data      0.938650                       # miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.missRate::total          0.938650                       # miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.avgMissLatency::cpu0.data 79732.026144                       # average ReadExReq miss latency ((Tick/Count))
system.l2.ReadExReq.avgMissLatency::cpu1.data 79813.725490                       # average ReadExReq miss latency ((Tick/Count))
system.l2.ReadExReq.avgMissLatency::total 79772.875817                       # average ReadExReq miss latency ((Tick/Count))
system.l2.ReadExReq.mshrMisses::cpu0.data          153                       # number of ReadExReq MSHR misses (Count)
system.l2.ReadExReq.mshrMisses::cpu1.data          153                       # number of ReadExReq MSHR misses (Count)
system.l2.ReadExReq.mshrMisses::total             306                       # number of ReadExReq MSHR misses (Count)
system.l2.ReadExReq.mshrMissLatency::cpu0.data     10669000                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2.ReadExReq.mshrMissLatency::cpu1.data     10681500                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2.ReadExReq.mshrMissLatency::total     21350500                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2.ReadExReq.mshrMissRate::cpu0.data     0.938650                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.mshrMissRate::cpu1.data     0.938650                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.mshrMissRate::total      0.938650                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.avgMshrMissLatency::cpu0.data 69732.026144                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2.ReadExReq.avgMshrMissLatency::cpu1.data 69813.725490                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2.ReadExReq.avgMshrMissLatency::total 69772.875817                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2.ReadSharedReq.hits::cpu0.data            35                       # number of ReadSharedReq hits (Count)
system.l2.ReadSharedReq.hits::cpu1.data            37                       # number of ReadSharedReq hits (Count)
system.l2.ReadSharedReq.hits::total                72                       # number of ReadSharedReq hits (Count)
system.l2.ReadSharedReq.misses::cpu0.data          763                       # number of ReadSharedReq misses (Count)
system.l2.ReadSharedReq.misses::cpu1.data          763                       # number of ReadSharedReq misses (Count)
system.l2.ReadSharedReq.misses::total            1526                       # number of ReadSharedReq misses (Count)
system.l2.ReadSharedReq.missLatency::cpu0.data     58851500                       # number of ReadSharedReq miss ticks (Tick)
system.l2.ReadSharedReq.missLatency::cpu1.data     58927500                       # number of ReadSharedReq miss ticks (Tick)
system.l2.ReadSharedReq.missLatency::total    117779000                       # number of ReadSharedReq miss ticks (Tick)
system.l2.ReadSharedReq.accesses::cpu0.data          798                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2.ReadSharedReq.accesses::cpu1.data          800                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2.ReadSharedReq.accesses::total          1598                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2.ReadSharedReq.missRate::cpu0.data     0.956140                       # miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.missRate::cpu1.data     0.953750                       # miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.missRate::total      0.954944                       # miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.avgMissLatency::cpu0.data 77131.716907                       # average ReadSharedReq miss latency ((Tick/Count))
system.l2.ReadSharedReq.avgMissLatency::cpu1.data 77231.323722                       # average ReadSharedReq miss latency ((Tick/Count))
system.l2.ReadSharedReq.avgMissLatency::total 77181.520315                       # average ReadSharedReq miss latency ((Tick/Count))
system.l2.ReadSharedReq.mshrMisses::cpu0.data          763                       # number of ReadSharedReq MSHR misses (Count)
system.l2.ReadSharedReq.mshrMisses::cpu1.data          763                       # number of ReadSharedReq MSHR misses (Count)
system.l2.ReadSharedReq.mshrMisses::total         1526                       # number of ReadSharedReq MSHR misses (Count)
system.l2.ReadSharedReq.mshrMissLatency::cpu0.data     51221500                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l2.ReadSharedReq.mshrMissLatency::cpu1.data     51297500                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l2.ReadSharedReq.mshrMissLatency::total    102519000                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l2.ReadSharedReq.mshrMissRate::cpu0.data     0.956140                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.mshrMissRate::cpu1.data     0.953750                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.mshrMissRate::total     0.954944                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.avgMshrMissLatency::cpu0.data 67131.716907                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l2.ReadSharedReq.avgMshrMissLatency::cpu1.data 67231.323722                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l2.ReadSharedReq.avgMshrMissLatency::total 67181.520315                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l2.UpgradeReq.hits::cpu0.data                3                       # number of UpgradeReq hits (Count)
system.l2.UpgradeReq.hits::cpu1.data                3                       # number of UpgradeReq hits (Count)
system.l2.UpgradeReq.hits::total                    6                       # number of UpgradeReq hits (Count)
system.l2.UpgradeReq.accesses::cpu0.data            3                       # number of UpgradeReq accesses(hits+misses) (Count)
system.l2.UpgradeReq.accesses::cpu1.data            3                       # number of UpgradeReq accesses(hits+misses) (Count)
system.l2.UpgradeReq.accesses::total                6                       # number of UpgradeReq accesses(hits+misses) (Count)
system.l2.WritebackClean.hits::writebacks          610                       # number of WritebackClean hits (Count)
system.l2.WritebackClean.hits::total              610                       # number of WritebackClean hits (Count)
system.l2.WritebackClean.accesses::writebacks          610                       # number of WritebackClean accesses(hits+misses) (Count)
system.l2.WritebackClean.accesses::total          610                       # number of WritebackClean accesses(hits+misses) (Count)
system.l2.WritebackDirty.hits::writebacks          306                       # number of WritebackDirty hits (Count)
system.l2.WritebackDirty.hits::total              306                       # number of WritebackDirty hits (Count)
system.l2.WritebackDirty.accesses::writebacks          306                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l2.WritebackDirty.accesses::total          306                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l2.power_state.pwrStateResidencyTicks::UNDEFINED    135055000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2.tags.tagsInUse                  1905.272595                       # Average ticks per tags in use ((Tick/Count))
system.l2.tags.totalRefs                         4961                       # Total number of references to valid blocks. (Count)
system.l2.tags.sampledRefs                       3368                       # Sample count of references to valid blocks. (Count)
system.l2.tags.avgRefs                       1.472981                       # Average number of references to valid blocks. ((Count/Count))
system.l2.tags.warmupTick                       77000                       # The tick when the warmup percentage was hit. (Tick)
system.l2.tags.occupancies::writebacks       3.239584                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2.tags.occupancies::cpu0.inst      442.159167                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2.tags.occupancies::cpu0.data      511.141397                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2.tags.occupancies::cpu1.inst      438.717036                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2.tags.occupancies::cpu1.data      510.015411                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2.tags.avgOccs::writebacks           0.000791                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2.tags.avgOccs::cpu0.inst            0.107949                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2.tags.avgOccs::cpu0.data            0.124790                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2.tags.avgOccs::cpu1.inst            0.107109                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2.tags.avgOccs::cpu1.data            0.124515                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2.tags.avgOccs::total                0.465154                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2.tags.occupanciesTaskId::1024           3210                       # Occupied blocks per task id (Count)
system.l2.tags.ageTaskId_1024::0                  375                       # Occupied blocks per task id, per block age (Count)
system.l2.tags.ageTaskId_1024::1                 1592                       # Occupied blocks per task id, per block age (Count)
system.l2.tags.ageTaskId_1024::2                 1243                       # Occupied blocks per task id, per block age (Count)
system.l2.tags.ratioOccsTaskId::1024         0.783691                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.l2.tags.tagAccesses                      43064                       # Number of tag accesses (Count)
system.l2.tags.dataAccesses                     43064                       # Number of data accesses (Count)
system.l2.tags.power_state.pwrStateResidencyTicks::UNDEFINED    135055000                       # Cumulative time (in ticks) in various power states (Tick)
system.mem_ctrls.avgPriority_writebacks::samples        11.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu0.inst::samples       745.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu0.data::samples       916.00                       # Average QoS priority value for accepted requests (Count)
